anchor,positive,negative,label
augmentedv2_images\FMS-66-M_aug_1.jpg,augmentedv2_images\FMS-66-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-7-F.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-160-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-160-D.jpg,augmentedv2_images\FMS-49-F_aug_1.jpg,mother-dau
augmentedv2_images\ms_090_1_aug_1.jpg,augmentedv2_images\ms_168_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-179-M.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-74-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-74-D.jpg,augmentedv2_images\Colin_Powell_0055_aug_1.jpg,father-dau
augmentedv2_images\FMS-75-F_aug_1.jpg,augmentedv2_images\FMS-75-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_010_1.jpg,father-son
augmentedv2_images\Colin_Powell_0044_aug_1.jpg,augmentedv2_images\Colin_Powell_0193_aug_2.jpg,augmentedv2_images\FMSD-5-M_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_237_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_101_2.jpg,augmentedv2_images\FMS-205-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-17-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-17-D.jpg,augmentedv2_images\FMS-7-F_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-152-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-152-D.jpg,augmentedv2_images\FMD-87-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-43-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-43-D.jpg,augmentedv2_images\fd_198_1_aug_1.jpg,mother-dau
augmentedv2_images\Colin_Powell_0076_aug_1.jpg,augmentedv2_images\Colin_Powell_0171_aug_2.jpg,augmentedv2_images\ms_026_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_232_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_232_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0055.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-19-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-19-D.jpg,augmentedv2_images\md_151_1_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alejandro_Toledo\Alejandro_Toledo_0012.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alejandro_Toledo\Alejandro_Toledo_0014.jpg,augmentedv2_images\FMD-102-F_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-186-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-186-S.jpg,augmentedv2_images\Colin_Powell_0049_aug_1.jpg,mother-son
augmentedv2_images\FMSD-224-F_aug_1.jpg,augmentedv2_images\FMSD-224-S_aug_2.jpg,augmentedv2_images\fd_077_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0007.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0122.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-146-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_133_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_087_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0035.jpg,none
augmentedv2_images\FMS-155-M_aug_1.jpg,augmentedv2_images\FMS-155-S_aug_2.jpg,augmentedv2_images\Colin_Powell_0071_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_190_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_190_2.jpg,augmentedv2_images\FMSD-153-M_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-195-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-195-S.jpg,augmentedv2_images\ms_019_1_aug_1.jpg,mother-son
augmentedv2_images\ms_088_1_aug_1.jpg,augmentedv2_images\ms_088_2_aug_2.jpg,augmentedv2_images\FMSD-63-M_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_060_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_060_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_090.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-164-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-164-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Bill_Clinton\Bill_Clinton_0010.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0055.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0158.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_094_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_148_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_226_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-97-M.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_214_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_214_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_224_1.jpg,mother-son
augmentedv2_images\fd_038_1_aug_1.jpg,augmentedv2_images\fd_060_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-152-F.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_028_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_028_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-113-M.jpg,father-dau
augmentedv2_images\Colin_Powell_0062_aug_1.jpg,augmentedv2_images\Colin_Powell_0230_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-182-M.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-18-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-18-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_124.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-5-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-5-S.jpg,augmentedv2_images\md_149_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_194_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_194_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_120_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-162-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-162-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Bill_Gates\Bill_Gates_0007.jpg,mother-dau
augmentedv2_images\FMSD-157-F_aug_1.jpg,augmentedv2_images\FMSD-157-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_165_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-193-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-193-D.jpg,augmentedv2_images\ms_194_1_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_011_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_090_2.jpg,augmentedv2_images\md_172_1_aug_1.jpg,none
augmentedv2_images\ms_033_1_aug_1.jpg,augmentedv2_images\ms_033_2_aug_2.jpg,augmentedv2_images\fs_070_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-242-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-242-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_173_1.jpg,mother-dau
augmentedv2_images\md_118_1_aug_1.jpg,augmentedv2_images\md_085_2_aug_2.jpg,augmentedv2_images\FMD-149-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_213_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_220_2.jpg,augmentedv2_images\FMSD-91-M_aug_1.jpg,none
augmentedv2_images\Colin_Powell_0039_aug_1.jpg,augmentedv2_images\Colin_Powell_0041_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_097_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-239-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-239-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-28-M.jpg,father-son
augmentedv2_images\Colin_Powell_0017_aug_1.jpg,augmentedv2_images\Colin_Powell_0214_aug_2.jpg,augmentedv2_images\fs_063_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-241-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-241-S.jpg,augmentedv2_images\md_136_1_aug_1.jpg,mother-son
augmentedv2_images\FMD-35-F_aug_1.jpg,augmentedv2_images\FMD-35-D_aug_2.jpg,augmentedv2_images\FMD-237-M_aug_1.jpg,father-dau
augmentedv2_images\ms_245_1_aug_1.jpg,augmentedv2_images\ms_184_2_aug_2.jpg,augmentedv2_images\ms_172_1_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-139-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-139-S.jpg,augmentedv2_images\fd_105_1_aug_1.jpg,mother-son
augmentedv2_images\FMS-280-F_aug_1.jpg,augmentedv2_images\FMS-280-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_059_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-187-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-187-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0042.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Parents/Parent_065.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\Cornell_Kin/KinshipVerification/Children/Child_065.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-155-M.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_100_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_211_2.jpg,augmentedv2_images\FMSD-171-F_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0018.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0024.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-228-M.jpg,similar face
augmentedv2_images\Ariel_Sharon_0052_aug_1.jpg,augmentedv2_images\Ariel_Sharon_0077_aug_2.jpg,augmentedv2_images\FMSD-25-F_aug_1.jpg,similar face
augmentedv2_images\ms_186_1_aug_1.jpg,augmentedv2_images\ms_016_2_aug_2.jpg,augmentedv2_images\FMS-114-F_aug_1.jpg,none
augmentedv2_images\fs_185_1_aug_1.jpg,augmentedv2_images\fs_241_2_aug_2.jpg,augmentedv2_images\FMSD-48-M_aug_1.jpg,none
augmentedv2_images\FMD-171-F_aug_1.jpg,augmentedv2_images\FMD-171-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0067.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-15-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-15-D.jpg,augmentedv2_images\Colin_Powell_0003_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0075.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0225.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_188_1.jpg,similar face
augmentedv2_images\FMS-17-F_aug_1.jpg,augmentedv2_images\FMS-17-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_018_1.jpg,father-son
augmentedv2_images\ms_232_1_aug_1.jpg,augmentedv2_images\ms_232_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_045_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_133_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_133_2.jpg,augmentedv2_images\FMSD-146-M_aug_1.jpg,mother-son
augmentedv2_images\Colin_Powell_0063_aug_1.jpg,augmentedv2_images\Colin_Powell_0156_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_163_1.jpg,similar face
augmentedv2_images\fd_045_1_aug_1.jpg,augmentedv2_images\fd_234_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-31-F.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_053_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_057_2.jpg,augmentedv2_images\Arnold_Schwarzenegger_0023_aug_1.jpg,none
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0005.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0195.jpg,augmentedv2_images\fs_012_1_aug_1.jpg,similar face
augmentedv2_images\FMS-50-M_aug_1.jpg,augmentedv2_images\FMS-50-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0044.jpg,mother-son
augmentedv2_images\FMSD-40-F_aug_1.jpg,augmentedv2_images\FMSD-40-D_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0047.jpg,father-dau
augmentedv2_images\fd_247_1_aug_1.jpg,augmentedv2_images\fd_247_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_135_1.jpg,father-dau
augmentedv2_images\FMS-144-F_aug_1.jpg,augmentedv2_images\FMS-144-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_123_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-104-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-104-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-88-F.jpg,mother-son
augmentedv2_images\FMSD-107-F_aug_1.jpg,augmentedv2_images\FMSD-107-D_aug_2.jpg,augmentedv2_images\Colin_Powell_0031_aug_1.jpg,father-dau
augmentedv2_images\Bill_Clinton_0004_aug_1.jpg,augmentedv2_images\Bill_Clinton_0021_aug_2.jpg,augmentedv2_images\FMS-281-M_aug_1.jpg,similar face
augmentedv2_images\Alejandro_Toledo_0013_aug_1.jpg,augmentedv2_images\Alejandro_Toledo_0026_aug_2.jpg,augmentedv2_images\md_068_1_aug_1.jpg,similar face
augmentedv2_images\FMD-19-M_aug_1.jpg,augmentedv2_images\FMD-19-D_aug_2.jpg,augmentedv2_images\ms_028_1_aug_1.jpg,mother-dau
augmentedv2_images\Colin_Powell_0077_aug_1.jpg,augmentedv2_images\Colin_Powell_0119_aug_2.jpg,augmentedv2_images\fs_061_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-213-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-213-S.jpg,augmentedv2_images\ms_192_1_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_093_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_093_2.jpg,augmentedv2_images\FMD-43-M_aug_1.jpg,father-son
augmentedv2_images\fs_128_1_aug_1.jpg,augmentedv2_images\fs_128_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-22-M.jpg,father-son
augmentedv2_images\FMSD-220-M_aug_1.jpg,augmentedv2_images\FMSD-220-S_aug_2.jpg,augmentedv2_images\fs_162_1_aug_1.jpg,mother-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0071.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0130.jpg,augmentedv2_images\ms_148_1_aug_1.jpg,similar face
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-176-M.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMD\FMD-176-D.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-280-F.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-130-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-130-S.jpg,augmentedv2_images\FMS-213-M_aug_1.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_196_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_196_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-212-M.jpg,father-son
augmentedv2_images\FMD-140-F_aug_1.jpg,augmentedv2_images\FMD-140-D_aug_2.jpg,augmentedv2_images\fs_228_1_aug_1.jpg,father-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_227_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_227_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Alejandro_Toledo\Alejandro_Toledo_0005.jpg,father-son
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0015.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0110.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-dau\fd_002_1.jpg,similar face
augmentedv2_images\FMSD-63-M_aug_1.jpg,augmentedv2_images\FMSD-63-S_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Ariel_Sharon\Ariel_Sharon_0070.jpg,mother-son
augmentedv2_images\md_039_1_aug_1.jpg,augmentedv2_images\md_039_2_aug_2.jpg,augmentedv2_images\FMD-253-F_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-140-F.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMSD\FMSD-140-S.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\TSKinFace_Data\TSKinFace_Data\TSKinFace_cropped\FMS\FMS-229-M.jpg,father-son
augmentedv2_images\FMS-39-M_aug_1.jpg,augmentedv2_images\FMS-39-S_aug_2.jpg,augmentedv2_images\fd_087_1_aug_1.jpg,mother-son
augmentedv2_images\md_222_1_aug_1.jpg,augmentedv2_images\md_222_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-son\ms_041_1.jpg,mother-dau
augmentedv2_images\md_140_1_aug_1.jpg,augmentedv2_images\md_140_2_aug_2.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\father-son\fs_032_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_205_1.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\KinFaceW-II\KinFaceW-II\images\mother-dau\md_205_2.jpg,augmentedv2_images\FMS-208-F_aug_1.jpg,mother-dau
C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0007.jpg,C:\Users\gaura\OneDrive\Desktop\Thesis\lfw\lfw\Colin_Powell\Colin_Powell_0097.jpg,augmentedv2_images\fs_090_1_aug_1.jpg,similar face
augmentedv2_images\FMD-247-M_aug_1.jpg,augmentedv2_images\FMD-247-D_aug_2.jpg,augmentedv2_images\fs_100_1_aug_1.jpg,mother-dau
